,Day Ahead Auction
336,18.490000000000002
337,22.200999999999997
338,20.508000000000003
339,19.462000000000003
340,18.264
341,18.783
342,19.058
343,19.027
344,20.446
345,21.284
346,23.0
347,22.238999999999997
348,21.492
349,20.843
350,20.0
351,20.308999999999997
352,21.398
353,22.631999999999998
354,26.0
355,26.703
356,26.141000000000002
357,24.362000000000002
358,22.009999999999998
359,21.284999999999997
360,20.941
361,22.592
362,21.6
363,18.949
364,18.198
365,17.498
366,16.591
367,11.871
368,11.945
369,12.586
370,12.946000000000002
371,12.598999999999998
372,13.183
373,12.301
374,12.249
375,10.267
376,12.195
377,11.5
378,12.542
379,11.24
380,9.748999999999999
381,9.014
382,9.709000000000001
383,9.384999999999998
384,8.72
385,7.808
386,3.4000000000000004
387,1.233
388,1.009
389,1.283
390,3.6159999999999997
391,9.203
392,10.280000000000001
393,12.6
394,10.09
395,11.203000000000001
396,11.125
397,10.058
398,11.165
399,12.738
400,16.885
401,19.985
402,24.999000000000002
403,25.436999999999998
404,23.727999999999998
405,22.0
406,21.593999999999998
407,20.915999999999997
408,18.0
409,18.894
410,19.268
411,18.009
412,18.809
413,19.399
414,20.507
415,22.91
416,27.370999999999995
417,29.439999999999998
418,29.064
419,27.54
420,26.51
421,25.0
422,24.427000000000003
423,24.302
424,24.922
425,26.0
426,27.800000000000004
427,27.638999999999996
428,25.502999999999997
429,23.727999999999998
430,22.419
431,19.078
432,17.549
433,16.901
434,16.348
435,16.293000000000003
436,16.000999999999998
437,16.316
438,16.559
439,19.839
440,22.741999999999997
441,26.165
442,25.267
443,22.175
444,19.362000000000002
445,17.014
446,16.047
447,16.413
448,18.05
449,17.926000000000002
450,17.399
451,16.734
452,13.561
453,12.504999999999999
454,12.09
455,11.808
456,9.716
457,9.004999999999999
458,7.893999999999999
459,7.504999999999999
460,7.213
461,7.099
462,8.77
463,9.626
464,11.895
465,14.051
466,13.027
467,12.847
468,11.195
469,9.415000000000001
470,8.554
471,10.537
472,11.132
473,13.486
474,17.605
475,19.274
476,18.0
477,15.233000000000002
478,13.791
479,13.175999999999998
480,12.139
481,11.919
482,11.787
483,11.092
484,11.314
485,11.915000000000001
486,12.073
487,14.876000000000001
488,20.759
489,22.315
490,21.578999999999997
491,20.651
492,20.643
493,19.0
494,17.008000000000003
495,16.929
496,19.0
497,17.744
498,17.999000000000002
499,16.505
500,14.581
501,13.972999999999999
502,13.225000000000001
503,13.359000000000002
504,12.001000000000001
505,12.357999999999999
506,12.03
507,11.999
508,12.18
509,12.357
510,12.368000000000002
511,12.0
512,14.834999999999997
513,18.6
514,20.746000000000002
515,21.125
516,20.968999999999998
517,20.083000000000002
518,18.854
519,18.587999999999997
520,19.650000000000002
521,19.725
522,22.231
523,23.082
524,21.432
525,20.714
526,19.033
527,19.352
528,17.507
529,17.169
530,18.301
531,18.522
532,17.973
533,17.904
534,17.949
535,16.823
536,17.244999999999997
537,18.493000000000002
538,19.531000000000002
539,19.534000000000002
540,19.587000000000003
541,19.541
542,18.628999999999998
543,18.449
544,19.0
545,19.400000000000002
546,21.495
547,23.949
548,24.297
549,22.496000000000002
550,20.483999999999998
551,20.1
552,17.997
553,18.333000000000002
554,17.961000000000002
555,17.830000000000002
556,17.746000000000002
557,17.761000000000003
558,18.747999999999998
559,22.519
560,26.5
561,30.002000000000002
562,29.939
563,27.588
564,27.0
565,24.584
566,24.008000000000003
567,24.4
568,25.649
569,27.357
570,30.738
571,34.185
572,31.531
573,27.498
574,25.0
575,22.681
576,20.692
577,21.598
578,21.29
579,20.375
580,19.624
581,19.899
582,21.903
583,27.996
584,35.624
585,39.98500000000001
586,39.900999999999996
587,36.0
588,34.74
589,32.891999999999996
590,30.5
591,31.0
592,31.3
593,31.867
594,36.643
595,39.906000000000006
596,37.375
597,30.968
598,26.5
599,24.089
600,21.517
601,20.957
602,21.236
603,21.541
604,20.989
605,20.913999999999998
606,21.509
607,24.016
608,29.487999999999996
609,31.232
610,31.269000000000002
611,30.002000000000002
612,28.264999999999997
613,25.968000000000004
614,24.154
615,23.824
616,23.676
617,24.011000000000003
618,26.808
619,26.246
620,22.444999999999997
621,21.743000000000002
622,17.134
623,14.294
624,12.234
625,13.159
626,11.501999999999999
627,10.865
628,10.094
629,10.306
630,11.003
631,10.403
632,13.879
633,13.822999999999999
634,12.879
635,12.874000000000002
636,12.78
637,12.623999999999999
638,13.578000000000001
639,13.966000000000001
640,13.869000000000002
641,13.758000000000001
642,14.116999999999999
643,12.595999999999998
644,11.472999999999999
645,10.404
646,11.01
647,10.119
648,8.631
649,8.203000000000001
650,8.403
651,8.159
652,7.726000000000001
653,10.07
654,10.069
655,12.168999999999999
656,17.529
657,18.616999999999997
658,19.805
659,19.092
660,22.006999999999998
661,21.474
662,23.16
663,23.366999999999997
664,23.708000000000002
665,23.791999999999998
666,26.0
667,25.56
668,22.237000000000002
669,22.274
670,17.78
671,14.898
672,12.336
673,13.025
674,11.501
675,10.564
676,7.757
677,4.3950000000000005
678,7.906999999999999
679,3.2939999999999996
680,8.564
681,8.518
682,10.113
683,8.851
684,11.831999999999999
685,10.102
686,8.564
687,10.559000000000001
688,10.001
689,10.814
690,11.875
691,12.302
692,10.119
693,8.447000000000001
694,5.162
695,8.881
696,7.962999999999999
697,0.22999999999999998
698,0.449
699,1.008
700,1.001
701,1.0150000000000001
702,1.137
703,0.373
704,0.9949999999999999
705,1.109
706,1.1980000000000002
707,1.109
708,1.178
709,1.0
710,1.0
711,1.1689999999999998
712,1.404
713,6.006
714,17.174
715,15.806999999999999
716,16.337000000000003
717,15.794
718,15.812999999999999
719,15.994
720,14.421000000000001
721,12.216
722,11.017000000000001
723,10.53
724,10.0
725,10.013
726,13.54
727,18.514
728,24.0
729,24.891999999999996
730,25.191999999999997
731,24.808000000000003
732,24.342
733,23.811
734,22.152
735,20.628
736,19.175
737,19.354
738,24.067
739,25.393
740,24.04
741,23.159
742,21.296
743,20.196
744,16.151
745,16.015
746,15.453999999999999
747,15.624000000000002
748,15.516999999999998
749,16.512999999999998
750,16.301
751,20.615
752,23.916999999999998
753,24.372
754,21.3
755,20.994
756,17.281
757,14.37
758,13.769
759,13.090000000000002
760,12.642000000000001
761,12.42
762,12.737000000000002
763,12.994999999999997
764,12.163
765,10.103
766,8.466
767,8.461
768,5.474
769,3.5540000000000003
770,1.184
771,1.005
772,1.036
773,2.003
774,6.731000000000001
775,10.503
776,13.691999999999998
777,15.015
778,13.613999999999999
779,13.459999999999999
780,13.571
781,13.309999999999999
782,13.892
783,15.512999999999998
784,19.309
785,20.153000000000002
786,23.801
787,26.689999999999998
788,26.5
789,23.7
790,20.347
791,19.521
792,18.426
793,15.697999999999999
794,15.906
795,15.933
796,15.756
797,15.881
798,16.291999999999998
799,19.217
800,20.991
801,22.697
802,22.333
803,21.325999999999997
804,20.9
805,19.485
806,19.146
807,19.697
808,20.967
809,20.761000000000003
810,22.415000000000003
811,23.778
812,22.496000000000002
813,20.953
814,18.682
815,18.724
816,14.505
817,13.871
818,12.8
819,12.617
820,12.769
821,12.427
822,12.037
823,15.145
824,19.243000000000002
825,21.912000000000003
826,16.966
827,13.305
828,13.3
829,13.104
830,12.057
831,11.745
832,11.781
833,11.904
834,12.844
835,15.128
836,11.927
837,10.686
838,10.821
839,10.557
840,8.738
841,9.895999999999999
842,8.881
843,6.556000000000001
844,4.997999999999999
845,5.759
846,6.311
847,8.495
848,11.456999999999999
849,11.588
850,13.513999999999998
851,10.251000000000001
852,11.434
853,8.877
854,7.4319999999999995
855,6.9030000000000005
856,8.782
857,12.012
858,15.059999999999999
859,14.66
860,11.586
861,10.612
862,3.9869999999999997
863,3.198
864,1.098
865,1.036
866,0.923
867,0.58
868,0.017
869,0.13799999999999998
870,0.745
871,0.011999999999999999
872,0.42000000000000004
873,1.084
874,1.236
875,1.375
876,2.068
877,8.52
878,9.023
879,7.005
880,7.002
881,9.493
882,11.652
883,12.5
884,11.87
885,10.205
886,9.035
887,11.247
888,9.495999999999999
889,2.004
890,1.591
891,1.427
892,1.008
893,1.3800000000000001
894,2.1
895,6.09
896,12.806999999999999
897,13.016999999999998
898,12.726
899,9.5
900,9.495999999999999
901,7.043000000000001
902,3.083
903,2.205
904,8.004
905,10.808
906,14.874
907,16.994
908,16.009999999999998
909,15.500999999999998
910,12.963999999999999
911,12.315999999999999
912,10.274
913,12.196
914,11.208
915,10.786
916,10.497
917,10.412
918,10.931999999999999
919,13.405000000000001
920,12.854
921,14.615999999999998
922,13.113
923,12.006
924,12.534999999999998
925,12.214
926,11.941
927,12.395
928,14.899999999999999
929,16.194
930,19.698
931,20.956
932,19.994999999999997
933,18.294
934,13.982
935,13.270999999999999
936,12.339
937,11.508000000000001
938,11.487
939,11.879000000000001
940,10.958
941,11.695
942,11.934000000000001
943,13.938
944,17.715999999999998
945,18.064
946,17.95
947,12.706000000000001
948,12.201
949,12.334999999999999
950,13.691
951,14.942
952,17.992
953,18.994999999999997
954,21.9
955,24.912
956,25.727999999999994
957,23.179
958,21.581
959,21.179
960,19.669999999999998
961,20.046
962,19.261
963,18.509999999999998
964,17.223
965,17.291
966,17.488
967,20.366999999999997
968,23.346
969,24.032
970,22.556
971,19.999
972,19.366999999999997
973,16.997
974,16.79
975,17.635
976,18.455000000000002
977,19.598
978,21.577
979,22.958000000000002
980,21.249000000000002
981,18.728
982,17.937
983,17.691
984,13.666
985,18.001
986,17.673
987,16.887
988,16.409000000000002
989,16.5
990,17.130000000000003
991,19.695
992,22.146
993,22.178
994,17.953
995,15.136000000000003
996,13.502
997,12.834999999999999
998,13.367999999999999
999,14.061000000000002
1000,16.814999999999998
1001,19.191999999999997
1002,22.057
1003,24.334999999999997
1004,24.118000000000002
1005,22.131
1006,21.313
1007,20.548
1008,19.009999999999998
1009,19.591
1010,18.72
1011,18.489
1012,17.024
1013,16.6
1014,16.244999999999997
1015,16.063999999999997
1016,16.256
1017,15.724000000000002
1018,12.18
1019,11.576
1020,12.127
1021,9.747
1022,8.712
1023,8.982999999999999
1024,11.684999999999999
1025,17.156
1026,19.488999999999997
1027,19.18
1028,14.088000000000001
1029,12.112
1030,10.474
1031,10.929000000000002
1032,10.17
1033,8.807
1034,9.865
1035,9.978000000000002
1036,9.914000000000001
1037,10.421999999999999
1038,9.991
1039,9.399
1040,8.855
1041,8.806
1042,6.0
1043,7.303
1044,6.723
1045,3.008
1046,4.324999999999999
1047,5.012
1048,8.178
1049,9.247
1050,11.571
1051,11.911
1052,9.232999999999999
1053,8.718
1054,8.139000000000001
1055,8.859
1056,6.3229999999999995
1057,4.654999999999999
1058,1.333
1059,1.294
1060,1.378
1061,3.5249999999999995
1062,8.791
1063,10.424999999999999
1064,11.719
1065,11.711
1066,9.858
1067,9.491
1068,9.589
1069,9.852
1070,10.418000000000001
1071,10.701
1072,11.451
1073,14.452000000000002
1074,18.458000000000002
1075,19.713
1076,16.73
1077,14.844
1078,11.549
1079,12.305
1080,11.094
1081,11.268
1082,11.482
1083,11.23
1084,11.828
1085,12.686
1086,15.272
1087,20.419999999999998
1088,23.406
1089,25.006
1090,24.0
1091,22.043000000000003
1092,19.903000000000002
1093,18.256
1094,15.084999999999999
1095,14.927999999999999
1096,15.727000000000002
1097,14.526
1098,17.323
1099,17.429
1100,11.528
1101,10.531
1102,9.151000000000002
1103,10.191
1104,8.791
1105,9.468
1106,9.397
1107,9.945
1108,10.667
1109,10.36
1110,11.040000000000001
1111,13.402
1112,18.47
1113,19.483
1114,17.452
1115,13.783999999999999
1116,13.604
1117,11.822000000000001
1118,11.14
1119,10.565000000000001
1120,9.757
1121,9.911
1122,11.076
1123,11.860999999999999
1124,11.799
1125,10.290000000000001
1126,9.501000000000001
1127,9.501000000000001
1128,7.412000000000001
1129,1.7920000000000003
1130,1.504
1131,1.502
1132,1.397
1133,1.504
1134,3.302
1135,9.093000000000002
1136,12.322
1137,10.723
1138,10.255
1139,9.506
1140,7.747
1141,6.506
1142,3.598
1143,4.268000000000001
1144,6.7299999999999995
1145,8.608
1146,10.883
1147,11.062999999999999
1148,10.154
1149,8.690000000000001
1150,8.648
1151,8.63
1152,6.304
1153,7.145
1154,6.257
1155,7.476000000000001
1156,8.491999999999999
1157,9.519
1158,11.909
1159,14.099
1160,18.505000000000003
1161,18.928
1162,17.324
1163,15.0
1164,13.099
1165,12.317
1166,10.681000000000001
1167,9.989
1168,9.926
1169,9.742
1170,11.384
1171,13.090000000000002
1172,14.049
1173,11.587
1174,10.975
1175,11.566
1176,9.246
1177,7.373
1178,5.432
1179,1.6629999999999998
1180,1.438
1181,1.096
1182,0.906
1183,0.01
1184,0.362
1185,0.942
1186,0.19399999999999998
1187,0.0
1188,-0.008
1189,-0.034999999999999996
1190,-0.052000000000000005
1191,-0.008
1192,0.008
1193,1.569
1194,9.995
1195,12.197
1196,11.263
1197,10.252
1198,10.189
1199,10.199
1200,10.093
1201,10.438
1202,9.99
1203,9.870999999999999
1204,9.201
1205,8.853
1206,8.717
1207,8.0
1208,8.008
1209,8.828
1210,9.506
1211,9.822000000000001
1212,9.509
1213,8.815000000000001
1214,5.18
1215,4.311
1216,2.1239999999999997
1217,2.156
1218,6.315999999999999
1219,7.693000000000001
1220,5.128
1221,2.002
1222,1.5390000000000001
1223,4.006
1224,1.462
1225,1.073
1226,0.748
1227,0.571
1228,0.143
1229,0.76
1230,1.4369999999999998
1231,1.975
1232,10.668999999999999
1233,11.006
1234,8.828
1235,6.551
1236,7.822
1237,9.201999999999998
1238,9.99
1239,10.491999999999999
1240,10.876999999999999
1241,10.346
1242,11.777999999999999
1243,13.559000000000001
1244,12.363
1245,11.071
1246,10.2
1247,10.283000000000001
1248,9.254999999999999
1249,8.999
1250,8.214
1251,8.034
1252,7.99
1253,8.816
1254,9.536
1255,11.786
1256,18.578
1257,21.159
1258,18.027
1259,14.408000000000001
1260,13.504
1261,12.125
1262,11.766
1263,11.887
1264,12.529000000000002
1265,13.669999999999998
1266,15.521
1267,16.262
1268,13.549
1269,10.862
1270,10.054
1271,9.998999999999999
1272,8.508000000000001
1273,8.179
1274,7.895999999999999
1275,8.228
1276,8.834
1277,9.732
1278,10.17
1279,11.835999999999999
1280,14.754000000000001
1281,15.503
1282,12.644
1283,10.943000000000001
1284,10.351
1285,8.99
1286,8.99
1287,10.09
1288,10.949
1289,16.28
1290,20.572
1291,23.0
1292,23.686
1293,18.703999999999997
1294,16.46
1295,14.662
1296,10.76
1297,11.507
1298,11.304
1299,11.033
1300,10.929000000000002
1301,11.236
1302,11.677
1303,16.85
1304,18.477
1305,16.0
1306,13.733999999999998
1307,11.747
1308,11.278
1309,10.758
1310,10.502
1311,10.51
1312,11.24
1313,11.373
1314,14.657
1315,15.537999999999998
1316,13.474
1317,11.006999999999998
1318,10.453
1319,10.995000000000001
1320,9.851
1321,9.478
1322,10.040000000000001
1323,9.867
1324,9.961
1325,10.025
1326,9.598
1327,11.699
1328,13.353000000000002
1329,12.501999999999999
1330,10.716
1331,9.838
1332,10.025
1333,8.993
1334,9.706999999999999
1335,9.367
1336,9.852
1337,11.954
1338,14.687
1339,19.005000000000003
1340,19.807
1341,16.068
1342,14.554
1343,13.513
1344,13.288999999999998
1345,15.009
1346,15.259999999999998
1347,17.405
1348,18.791999999999998
1349,19.069
1350,23.717
1351,24.997999999999998
1352,26.345999999999997
1353,27.557
1354,26.737
1355,24.575
1356,21.302000000000003
1357,19.663999999999998
1358,17.897
1359,17.704
1360,19.747
1361,22.508
1362,25.989999999999995
1363,29.9
1364,30.069999999999997
1365,27.791000000000004
1366,23.580000000000002
1367,24.215
1368,21.209
1369,19.565
1370,18.07
1371,17.444
1372,17.230999999999998
1373,17.45
1374,17.71
1375,18.605
1376,19.154
1377,18.937
1378,17.375
1379,15.406999999999998
1380,14.475999999999999
1381,11.652999999999999
1382,11.4
1383,11.168
1384,15.153999999999998
1385,17.615
1386,22.99
1387,27.576
1388,27.450000000000003
1389,22.069999999999997
1390,19.78
1391,19.778000000000002
1392,19.722
1393,17.739
1394,17.406
1395,18.557
1396,17.826
1397,19.7
1398,21.7
1399,28.497
1400,32.29
1401,30.889999999999993
1402,26.730000000000004
1403,16.381999999999998
1404,14.555000000000001
1405,13.709
1406,13.54
1407,14.116999999999999
1408,19.824
1409,25.379
1410,28.055999999999997
1411,30.0
1412,28.219
1413,20.732
1414,13.724
1415,16.33
1416,14.008999999999999
1417,14.316999999999998
1418,14.315
1419,14.974000000000002
1420,16.35
1421,17.315
1422,19.403000000000002
1423,26.804
1424,28.673000000000005
1425,28.491000000000007
1426,21.758000000000003
1427,17.933000000000003
1428,22.233
1429,22.0
1430,22.15
1431,23.502000000000002
1432,26.124000000000002
1433,28.32
1434,31.587
1435,36.275
1436,35.411
1437,31.587
1438,28.599999999999998
1439,26.694000000000003
1440,24.547
1441,25.104
1442,24.843
1443,24.206
1444,23.314
1445,23.362
1446,25.0
1447,29.155000000000005
1448,32.907
1449,33.709
1450,29.810000000000002
1451,26.785000000000004
1452,25.795
1453,24.581999999999997
1454,23.499
1455,23.629
1456,24.966
1457,27.258
1458,31.656000000000002
1459,38.483000000000004
1460,38.5
1461,32.109
1462,28.847
1463,26.577999999999996
1464,24.966
1465,33.116
1466,32.253
1467,31.6
1468,30.701
1469,30.73
1470,33.227
1471,37.141000000000005
1472,40.5
1473,40.0
1474,35.996
1475,29.475999999999996
1476,27.694000000000003
1477,26.604
1478,26.992
1479,29.302
1480,31.958
1481,33.653
1482,39.853
1483,41.0
1484,40.505
1485,39.0
1486,35.0
1487,33.388
1488,31.989999999999995
1489,35.107
1490,34.660000000000004
1491,32.94
1492,30.404999999999998
1493,31.5
1494,34.907
1495,39.86
1496,41.0
1497,41.005
1498,38.516
1499,36.295
1500,34.977999999999994
1501,31.069000000000003
1502,29.216000000000005
1503,30.743
1504,32.995
1505,35.577
1506,38.094
1507,41.0
1508,41.0
1509,40.007999999999996
1510,38.183
1511,35.907
1512,36.101
1513,36.387
1514,36.0
1515,35.0
1516,33.0
1517,33.885000000000005
1518,34.704
1519,36.9
1520,37.81
1521,37.053
1522,32.233999999999995
1523,29.381
1524,29.057
1525,27.93
1526,26.035000000000004
1527,26.056
1528,30.136000000000003
1529,33.999
1530,38.562999999999995
1531,40.577999999999996
1532,40.93
1533,40.0
1534,37.724999999999994
1535,36.963
1536,36.24
1537,39.061
1538,35.3
1539,34.516000000000005
1540,33.421
1541,33.944
1542,34.208999999999996
1543,35.006
1544,34.044000000000004
1545,33.652
1546,21.001
1547,25.901999999999997
1548,26.805
1549,27.900000000000002
1550,24.918000000000003
1551,24.628999999999998
1552,28.141000000000005
1553,30.810000000000002
1554,38.516
1555,43.507999999999996
1556,45.428
1557,43.635000000000005
1558,41.202
1559,41.202
1560,41.165
1561,37.756
1562,36.983
1563,36.894
1564,35.921
1565,36.171
1566,39.723000000000006
1567,46.577
1568,51.236000000000004
1569,51.501
1570,48.3
1571,39.061
1572,34.184
1573,34.022000000000006
1574,32.080000000000005
1575,31.282
1576,35.154
1577,40.0
1578,45.039
1579,50.754
1580,52.291
1581,47.5
1582,43.497
1583,41.542
1584,36.772000000000006
1585,45.605000000000004
1586,44.95
1587,44.95
1588,42.488
1589,43.751
1590,45.757
1591,62.23
1592,69.0
1593,65.0
1594,54.150999999999996
1595,35.331
1596,33.382999999999996
1597,31.651999999999997
1598,29.476999999999997
1599,31.060000000000006
1600,36.699
1601,51.43099999999999
1602,60.30800000000001
1603,67.493
1604,70.0
1605,61.99199999999999
1606,54.28999999999999
1607,49.205
1608,39.973000000000006
1609,43.007
1610,40.891000000000005
1611,41.837999999999994
1612,42.00299999999999
1613,42.00299999999999
1614,44.0
1615,52.376
1616,57.945
1617,55.476000000000006
1618,44.999
1619,38.9
1620,35.083
1621,30.511
1622,31.674999999999997
1623,34.186
1624,38.244
1625,42.509
1626,52.943
1627,57.492999999999995
1628,60.5
1629,52.803
1630,44.875
1631,44.906
1632,41.845
1633,35.0
1634,32.0
1635,32.159
1636,31.008999999999997
1637,31.007
1638,33.501
1639,41.466
1640,43.606
1641,42.117
1642,31.198999999999998
1643,24.033
1644,19.982
1645,17.169999999999998
1646,15.001000000000001
1647,16.266
1648,19.985
1649,27.657999999999998
1650,37.995000000000005
1651,41.24
1652,32.639
1653,17.901
1654,17.36
1655,17.274
1656,12.393
1657,8.895999999999999
1658,9.101999999999999
1659,8.893
1660,9.703000000000001
1661,9.115
1662,10.992
1663,17.257
1664,18.506
1665,11.235
1666,6.7299999999999995
1667,2.307
1668,1.5519999999999998
1669,1.01
1670,0.01
1671,0.008
1672,1.0039999999999998
1673,2.3870000000000005
1674,11.886
1675,17.006
1676,15.197999999999997
1677,8.448
1678,6.977
1679,8.105
1680,6.726999999999999
1681,6.893000000000001
1682,6.906999999999999
1683,7.297
1684,7.2989999999999995
1685,7.293000000000001
1686,7.310999999999999
1687,8.905
1688,8.752
1689,7.906999999999999
1690,7.8900000000000015
1691,7.295
1692,6.784
1693,7.291
1694,6.895
1695,8.007
1696,11.895
1697,18.930000000000003
1698,28.73
1699,32.330000000000005
1700,23.5
1701,17.299999999999997
1702,17.65
1703,18.250999999999998
1704,16.888
1705,16.009999999999998
1706,15.001000000000001
1707,12.427
1708,10.254000000000001
1709,13.025
1710,12.07
1711,10.005
1712,9.092
1713,7.748999999999999
1714,7.282
1715,5.615
1716,3.007
1717,2.476
1718,0.855
1719,1.005
1720,3.007
1721,10.403
1722,21.212
1723,23.421
1724,19.99
1725,17.008000000000003
1726,16.312
1727,19.066999999999997
1728,19.942
1729,20.59
1730,20.444000000000003
1731,21.163999999999998
1732,20.703
1733,21.991
1734,23.006
1735,30.192000000000004
1736,33.588
1737,34.424
1738,30.083
1739,26.591000000000005
1740,25.833999999999996
1741,24.057000000000002
1742,22.425
1743,21.834
1744,26.979999999999997
1745,29.302
1746,34.65
1747,39.001
1748,43.542
1749,36.525999999999996
1750,32.269999999999996
1751,30.073
1752,26.186000000000003
1753,24.891999999999996
1754,24.503
1755,24.179000000000002
1756,24.007
1757,24.269
1758,26.239999999999995
1759,31.893
1760,34.029
1761,34.998000000000005
1762,32.94499999999999
1763,31.845999999999997
1764,29.616999999999997
1765,27.949
1766,28.323999999999998
1767,28.796
1768,29.717
1769,31.752999999999997
1770,33.236
1771,37.5
1772,40.502
1773,33.524
1774,31.208999999999996
1775,28.899
1776,26.462999999999997
1777,25.341
1778,25.14
1779,24.75
1780,24.001
1781,23.849999999999998
1782,24.972
1783,29.696
1784,31.77
1785,31.4
1786,29.593999999999998
1787,27.66
1788,26.014
1789,20.744
1790,20.401
1791,20.003
1792,19.822
1793,24.897
1794,29.492
1795,31.912999999999997
1796,29.649000000000004
1797,21.558000000000003
1798,16.596
1799,16.522000000000002
1800,12.927000000000003
1801,15.727000000000002
1802,12.799
1803,11.971
1804,12.658
1805,14.796999999999999
